档,uid,recognition_path,enrollment_path,ref,vanilla_text,vanilla_cer,max_sim,rec_sec,enroll_sec,难点类别,备注
3_中等0.1-0.5,cmd_2326,E:\midea_target_asr\datasetA\pos\cmd_2326.wav,E:\midea_target_asr\datasetA\pos\kws_2326.wav,风速调到自动,封锁调到自动,0.3333,0.2077,2.32,1.6,,
3_中等0.1-0.5,cmd_2337,E:\midea_target_asr\datasetA\pos\cmd_2337.wav,E:\midea_target_asr\datasetA\pos\kws_2337.wav,开启除湿模式,开启出事模式,0.3333,0.2941,1.8,1.89,,
3_中等0.1-0.5,cmd_2377,E:\midea_target_asr\datasetA\pos\cmd_2377.wav,E:\midea_target_asr\datasetA\pos\kws_2377.wav,打开省电模式,打開省電網上,0.3333,0.396,2.74,2.32,,
3_中等0.1-0.5,cmd_2411,E:\midea_target_asr\datasetA\pos\cmd_2411.wav,E:\midea_target_asr\datasetA\pos\kws_2411.wav,播放神笔马良,播放生平马良,0.3333,0.3204,2.21,2.7,,
3_中等0.1-0.5,cmd_2414,E:\midea_target_asr\datasetA\pos\cmd_2414.wav,E:\midea_target_asr\datasetA\pos\kws_2414.wav,播放磨剑少年,不放魔剑少年,0.3333,0.438,2.04,1.77,,
3_中等0.1-0.5,cmd_2465,E:\midea_target_asr\datasetA\pos\cmd_2465.wav,E:\midea_target_asr\datasetA\pos\kws_2465.wav,播放一千零一夜故事,播放一千里一夜,0.3333,0.6237,2.93,2.22,,
3_中等0.1-0.5,cmd_2466,E:\midea_target_asr\datasetA\pos\cmd_2466.wav,E:\midea_target_asr\datasetA\pos\kws_2466.wav,更年期不适宜吃什么,烹饪鸡不适宜吃什么,0.3333,0.2808,2.36,1.41,,
3_中等0.1-0.5,cmd_2473,E:\midea_target_asr\datasetA\pos\cmd_2473.wav,E:\midea_target_asr\datasetA\pos\kws_2473.wav,风向调到上边,向上到上边,0.3333,0.14,3.05,2.27,,
3_中等0.1-0.5,cmd_2500,E:\midea_target_asr\datasetA\pos\cmd_2500.wav,E:\midea_target_asr\datasetA\pos\kws_2500.wav,开启左右摆风,开启左右满分,0.3333,0.1565,1.93,1.96,,
3_中等0.1-0.5,cmd_2508,E:\midea_target_asr\datasetA\pos\cmd_2508.wav,E:\midea_target_asr\datasetA\pos\kws_2508.wav,把温度调到二十三度,把温度调到23度,0.3333,0.1207,2.4,2.02,,
3_中等0.1-0.5,cmd_2514,E:\midea_target_asr\datasetA\pos\cmd_2514.wav,E:\midea_target_asr\datasetA\pos\kws_2514.wav,把温度调到二十六度,把温度调到26度,0.3333,0.3063,4.34,2.64,,
3_中等0.1-0.5,cmd_2565,E:\midea_target_asr\datasetA\pos\cmd_2565.wav,E:\midea_target_asr\datasetA\pos\kws_2565.wav,更年期不适宜吃什么,那年吃不适吃什么,0.3333,0.232,2.92,1.49,,
3_中等0.1-0.5,cmd_2576,E:\midea_target_asr\datasetA\pos\cmd_2576.wav,E:\midea_target_asr\datasetA\pos\kws_2576.wav,关闭省电模式,关闭神殿模式,0.3333,0.179,2.05,2.01,,
3_中等0.1-0.5,cmd_2596,E:\midea_target_asr\datasetA\pos\cmd_2596.wav,E:\midea_target_asr\datasetA\pos\kws_2596.wav,风向调到中间,方向朝到中间,0.3333,0.1316,2.31,1.59,,
3_中等0.1-0.5,cmd_2616,E:\midea_target_asr\datasetA\pos\cmd_2616.wav,E:\midea_target_asr\datasetA\pos\kws_2616.wav,关掉无风模式,关掉无风魔雪,0.3333,0.3526,2.2,2.47,,
3_中等0.1-0.5,cmd_2635,E:\midea_target_asr\datasetA\pos\cmd_2635.wav,E:\midea_target_asr\datasetA\pos\kws_2635.wav,把温度调到二十一度,把温度调到21度,0.3333,0.3368,2.85,2.14,,
3_中等0.1-0.5,cmd_2644,E:\midea_target_asr\datasetA\pos\cmd_2644.wav,E:\midea_target_asr\datasetA\pos\kws_2644.wav,吃什么有利于防辐射,吃什么有利于仿虫舍,0.3333,0.1374,3.74,1.84,,
3_中等0.1-0.5,cmd_2645,E:\midea_target_asr\datasetA\pos\cmd_2645.wav,E:\midea_target_asr\datasetA\pos\kws_2645.wav,高血压不适宜吃什么,高血压不是一支什么,0.3333,0.2573,2.58,1.73,,
3_中等0.1-0.5,cmd_2696,E:\midea_target_asr\datasetA\pos\cmd_2696.wav,E:\midea_target_asr\datasetA\pos\kws_2696.wav,开启制冷模式,开启自动模式,0.3333,0.2743,1.89,1.55,,
3_中等0.1-0.5,cmd_2738,E:\midea_target_asr\datasetA\pos\cmd_2738.wav,E:\midea_target_asr\datasetA\pos\kws_2738.wav,把温度调到二十九度,把温度调到29度,0.3333,0.3977,3.55,2.37,,
3_中等0.1-0.5,cmd_2758,E:\midea_target_asr\datasetA\pos\cmd_2758.wav,E:\midea_target_asr\datasetA\pos\kws_2758.wav,空调除湿模式,空调厨师模式,0.3333,0.3551,2.4,1.64,,
3_中等0.1-0.5,cmd_2820,E:\midea_target_asr\datasetA\pos\cmd_2820.wav,E:\midea_target_asr\datasetA\pos\kws_2820.wav,启动送风模式,啟動生活模式,0.3333,0.5066,2.02,2.22,,
3_中等0.1-0.5,cmd_2848,E:\midea_target_asr\datasetA\pos\cmd_2848.wav,E:\midea_target_asr\datasetA\pos\kws_2848.wav,开启睡眠模式,他只睡眠模式,0.3333,0.1304,1.92,1.97,,
3_中等0.1-0.5,cmd_2851,E:\midea_target_asr\datasetA\pos\cmd_2851.wav,E:\midea_target_asr\datasetA\pos\kws_2851.wav,播放一千零一夜故事,歌报一千零一页故事,0.3333,0.2655,2.88,1.44,,
3_中等0.1-0.5,cmd_2853,E:\midea_target_asr\datasetA\pos\cmd_2853.wav,E:\midea_target_asr\datasetA\pos\kws_2853.wav,往下吹,往下推,0.3333,0.3533,2.31,2.77,,
3_中等0.1-0.5,cmd_2869,E:\midea_target_asr\datasetA\pos\cmd_2869.wav,E:\midea_target_asr\datasetA\pos\kws_2869.wav,把温度调到二十八度,把温度调到28度,0.3333,0.4229,2.46,1.91,,
3_中等0.1-0.5,cmd_2915,E:\midea_target_asr\datasetA\pos\cmd_2915.wav,E:\midea_target_asr\datasetA\pos\kws_2915.wav,开启抽湿模式,开启出生模式,0.3333,0.439,2.07,1.91,,
3_中等0.1-0.5,cmd_2922,E:\midea_target_asr\datasetA\pos\cmd_2922.wav,E:\midea_target_asr\datasetA\pos\kws_2922.wav,开启除湿模式,开启主持模式,0.3333,0.1796,2.08,1.89,,
3_中等0.1-0.5,cmd_2934,E:\midea_target_asr\datasetA\pos\cmd_2934.wav,E:\midea_target_asr\datasetA\pos\kws_2934.wav,把温度调到二十六度,把温度调到26度,0.3333,0.2811,3.87,2.2,,
3_中等0.1-0.5,cmd_2945,E:\midea_target_asr\datasetA\pos\cmd_2945.wav,E:\midea_target_asr\datasetA\pos\kws_2945.wav,高血脂吃什么有好处,刚限制吃什么有好处,0.3333,0.3758,4.41,1.97,,
3_中等0.1-0.5,cmd_2991,E:\midea_target_asr\datasetA\pos\cmd_2991.wav,E:\midea_target_asr\datasetA\pos\kws_2991.wav,把温度调到二十八度,把温度调到28度,0.3333,0.4422,3.9,2.85,,
3_中等0.1-0.5,cmd_328,E:\midea_target_asr\datasetA\pos\cmd_328.wav,E:\midea_target_asr\datasetA\pos\kws_328.wav,从医院穿回来的衣服怎么洗才够干净,從醫院出去的衣服怎麼洗得很乾淨,0.3125,0.2218,3.86,1.5,,
3_中等0.1-0.5,cmd_338,E:\midea_target_asr\datasetA\pos\cmd_338.wav,E:\midea_target_asr\datasetA\pos\kws_338.wav,打开空调空调的温度调到二十四最低风速打开窗帘灯的色温调暖一点打开图灵烟机打开图灵烤箱,"打开空调,温度调到24,最低风速打开窗帘,灯的摄温调暖一点打开土林烟机,打开土林烤箱",0.3095,0.5734,10.7,1.5,,
3_中等0.1-0.5,cmd_19,E:\midea_target_asr\datasetA\pos\cmd_19.wav,E:\midea_target_asr\datasetA\pos\kws_19.wav,我要吃我要我要我要准备做饭,我要吃 我要準備做飯,0.3077,0.3865,3.34,1.5,,
3_中等0.1-0.5,cmd_38,E:\midea_target_asr\datasetA\pos\cmd_38.wav,E:\midea_target_asr\datasetA\pos\kws_38.wav,我要做饭了然后它就自动降下,我要做饭了腰台自动降下,0.3077,0.4845,2.53,1.5,,
3_中等0.1-0.5,cmd_14,E:\midea_target_asr\datasetA\pos\cmd_14.wav,E:\midea_target_asr\datasetA\pos\kws_14.wav,空调二十六度风速最大,空调26度风速最大,0.3,0.2155,2.59,1.5,,
3_中等0.1-0.5,cmd_28,E:\midea_target_asr\datasetA\pos\cmd_28.wav,E:\midea_target_asr\datasetA\pos\kws_28.wav,客厅灯的色温调为冷色,客廳燈的射溫條為冷射,0.3,0.5345,2.9,1.5,,
3_中等0.1-0.5,cmd_314,E:\midea_target_asr\datasetA\pos\cmd_314.wav,E:\midea_target_asr\datasetA\pos\kws_314.wav,帮我预约十五点洗衣服,幫我預約15點起衣服,0.3,0.5106,3.36,1.5,,
3_中等0.1-0.5,cmd_2051,E:\midea_target_asr\datasetA\pos\cmd_2051.wav,E:\midea_target_asr\datasetA\pos\kws_2051.wav,播放卡尔经典绘本音频,中号塔尔经典绘本音频,0.3,0.1163,3.86,1.88,,
3_中等0.1-0.5,cmd_2105,E:\midea_target_asr\datasetA\pos\cmd_2105.wav,E:\midea_target_asr\datasetA\pos\kws_2105.wav,播放乐乐讲故事第三季,播放六月简故事第三季,0.3,0.4876,2.89,1.42,,
3_中等0.1-0.5,cmd_2348,E:\midea_target_asr\datasetA\pos\cmd_2348.wav,E:\midea_target_asr\datasetA\pos\kws_2348.wav,腹泻不建议吃哪些食物,不屑不建议摔哪些食物,0.3,0.1269,3.66,1.58,,
3_中等0.1-0.5,cmd_2408,E:\midea_target_asr\datasetA\pos\cmd_2408.wav,E:\midea_target_asr\datasetA\pos\kws_2408.wav,防脱发推荐吃哪些食物,冯扑法推荐吃哪些食物,0.3,0.2789,2.9,1.89,,
3_中等0.1-0.5,cmd_2442,E:\midea_target_asr\datasetA\pos\cmd_2442.wav,E:\midea_target_asr\datasetA\pos\kws_2442.wav,科学声音龙门阵我想听,科学声音蒙蒙正我想听,0.3,0.2441,3.98,2.21,,
3_中等0.1-0.5,cmd_2601,E:\midea_target_asr\datasetA\pos\cmd_2601.wav,E:\midea_target_asr\datasetA\pos\kws_2601.wav,播放盖世音雄原创音乐,说放盖世音频 人创音乐,0.3,0.0997,3.8,1.67,,
3_中等0.1-0.5,cmd_42,E:\midea_target_asr\datasetA\pos\cmd_42.wav,E:\midea_target_asr\datasetA\pos\kws_42.wav,帮我预约十四点,幫我預約14點,0.2857,0.2086,2.49,1.5,,
3_中等0.1-0.5,cmd_233,E:\midea_target_asr\datasetA\pos\cmd_233.wav,E:\midea_target_asr\datasetA\pos\kws_233.wav,我要开始做饭了,我要开始了,0.2857,0.1539,2.84,1.5,,
3_中等0.1-0.5,cmd_245,E:\midea_target_asr\datasetA\pos\cmd_245.wav,E:\midea_target_asr\datasetA\pos\kws_245.wav,帮我打开洗碗机,幫我打開吸管機,0.2857,0.2986,2.65,1.5,,
3_中等0.1-0.5,cmd_246,E:\midea_target_asr\datasetA\pos\cmd_246.wav,E:\midea_target_asr\datasetA\pos\kws_246.wav,现在关闭油烟机,現在關閉郵源機,0.2857,0.2195,2.27,1.5,,
3_中等0.1-0.5,cmd_260,E:\midea_target_asr\datasetA\pos\cmd_260.wav,E:\midea_target_asr\datasetA\pos\kws_260.wav,把展台的灯光亮度调到百分之十,把展台的燈光亮度調到10%,0.2857,0.4096,4.57,1.5,,
3_中等0.1-0.5,cmd_326,E:\midea_target_asr\datasetA\pos\cmd_326.wav,E:\midea_target_asr\datasetA\pos\kws_326.wav,干衣机取消操作,单一机取消操作,0.2857,0.1572,2.08,1.5,,
3_中等0.1-0.5,cmd_357,E:\midea_target_asr\datasetA\pos\cmd_357.wav,E:\midea_target_asr\datasetA\pos\kws_357.wav,温度调到三十度,温度调到30度,0.2857,0.6015,2.27,1.5,,
3_中等0.1-0.5,cmd_2035,E:\midea_target_asr\datasetA\pos\cmd_2035.wav,E:\midea_target_asr\datasetA\pos\kws_2035.wav,请把风摆向右边,请把奉奉向右边,0.2857,0.2429,1.83,1.78,,
3_中等0.1-0.5,cmd_2145,E:\midea_target_asr\datasetA\pos\cmd_2145.wav,E:\midea_target_asr\datasetA\pos\kws_2145.wav,腹泻适宜吃什么,腹穴事宜吃什么,0.2857,0.2169,2.38,1.77,,
3_中等0.1-0.5,cmd_2169,E:\midea_target_asr\datasetA\pos\cmd_2169.wav,E:\midea_target_asr\datasetA\pos\kws_2169.wav,备孕要少吃什么,因为要少吃什么,0.2857,0.1627,2.06,2.13,,
3_中等0.1-0.5,cmd_2233,E:\midea_target_asr\datasetA\pos\cmd_2233.wav,E:\midea_target_asr\datasetA\pos\kws_2233.wav,给我放劲爆歌曲,所以我放劲爆歌曲,0.2857,0.3382,2.51,1.65,,
3_中等0.1-0.5,cmd_2252,E:\midea_target_asr\datasetA\pos\cmd_2252.wav,E:\midea_target_asr\datasetA\pos\kws_2252.wav,备孕适合吃什么,背韵適合吃什么,0.2857,0.4609,2.61,2.19,,
3_中等0.1-0.5,cmd_2269,E:\midea_target_asr\datasetA\pos\cmd_2269.wav,E:\midea_target_asr\datasetA\pos\kws_2269.wav,温度调到十七度,温度调到17度,0.2857,0.1513,4.64,1.72,,
3_中等0.1-0.5,cmd_2288,E:\midea_target_asr\datasetA\pos\cmd_2288.wav,E:\midea_target_asr\datasetA\pos\kws_2288.wav,开启防直吹模式,開啟放置吹模式,0.2857,0.0902,2.01,1.79,,
3_中等0.1-0.5,cmd_2295,E:\midea_target_asr\datasetA\pos\cmd_2295.wav,E:\midea_target_asr\datasetA\pos\kws_2295.wav,儿童不能吃什么,我能不能吃什么,0.2857,0.0743,2.7,2.16,,
3_中等0.1-0.5,cmd_2529,E:\midea_target_asr\datasetA\pos\cmd_2529.wav,E:\midea_target_asr\datasetA\pos\kws_2529.wav,空调调到十七度,空調調到17度,0.2857,0.1393,2.07,1.81,,
3_中等0.1-0.5,cmd_2584,E:\midea_target_asr\datasetA\pos\cmd_2584.wav,E:\midea_target_asr\datasetA\pos\kws_2584.wav,取消ECO模式,取消一CV模式,0.2857,0.1592,2.38,2.16,,
3_中等0.1-0.5,cmd_2803,E:\midea_target_asr\datasetA\pos\cmd_2803.wav,E:\midea_target_asr\datasetA\pos\kws_2803.wav,风速调到最小风,風色挑到最小風,0.2857,0.038,2.28,2.01,,
3_中等0.1-0.5,cmd_2892,E:\midea_target_asr\datasetA\pos\cmd_2892.wav,E:\midea_target_asr\datasetA\pos\kws_2892.wav,把风速调到最小,把葱株调到最小,0.2857,0.2504,3.25,2.52,,
3_中等0.1-0.5,cmd_2962,E:\midea_target_asr\datasetA\pos\cmd_2962.wav,E:\midea_target_asr\datasetA\pos\kws_2962.wav,锋言疯语我想听,风言风语我想听,0.2857,0.297,4.23,1.45,,
3_中等0.1-0.5,cmd_47,E:\midea_target_asr\datasetA\pos\cmd_47.wav,E:\midea_target_asr\datasetA\pos\kws_47.wav,把空调温度调到二十八度,把空调温度调到28度,0.2727,0.4393,2.94,1.5,,
3_中等0.1-0.5,cmd_201,E:\midea_target_asr\datasetA\pos\cmd_201.wav,E:\midea_target_asr\datasetA\pos\kws_201.wav,数字专家射灯亮度调到二,"数字专家,色灯亮度调到2",0.2727,0.4816,5.0,1.5,,
3_中等0.1-0.5,cmd_238,E:\midea_target_asr\datasetA\pos\cmd_238.wav,E:\midea_target_asr\datasetA\pos\kws_238.wav,空调打开到二十五摄氏度,空调打开到25摄氏度,0.2727,0.5946,3.52,1.5,,
3_中等0.1-0.5,cmd_89,E:\midea_target_asr\datasetA\pos\cmd_89.wav,E:\midea_target_asr\datasetA\pos\kws_89.wav,窗帘的叶片帮我调整到一百八十度,窗簾的葉片幫我調整到180度,0.2667,0.5678,3.17,1.5,,
3_中等0.1-0.5,cmd_52,E:\midea_target_asr\datasetA\pos\cmd_52.wav,E:\midea_target_asr\datasetA\pos\kws_52.wav,空调换气,空调换系,0.25,0.5802,1.79,1.5,,
3_中等0.1-0.5,cmd_65,E:\midea_target_asr\datasetA\pos\cmd_65.wav,E:\midea_target_asr\datasetA\pos\kws_65.wav,我回家啦,我回家了,0.25,0.5022,1.63,1.5,,
3_中等0.1-0.5,cmd_92,E:\midea_target_asr\datasetA\pos\cmd_92.wav,E:\midea_target_asr\datasetA\pos\kws_92.wav,我有点冷,我有点乐,0.25,0.4482,1.77,1.5,,
3_中等0.1-0.5,cmd_93,E:\midea_target_asr\datasetA\pos\cmd_93.wav,E:\midea_target_asr\datasetA\pos\kws_93.wav,约下午四点洗衣服,下午四里洗衣服,0.25,0.2395,2.62,1.5,,
3_中等0.1-0.5,cmd_104,E:\midea_target_asr\datasetA\pos\cmd_104.wav,E:\midea_target_asr\datasetA\pos\kws_104.wav,那窗帘要关吗这些,那窗簾要關嗎謝謝,0.25,0.3808,2.68,1.5,,
3_中等0.1-0.5,cmd_161,E:\midea_target_asr\datasetA\pos\cmd_161.wav,E:\midea_target_asr\datasetA\pos\kws_161.wav,窗帘叶片角度调整到六十度,窗帘椰片角度调整到60度,0.25,0.5652,3.92,1.5,,
3_中等0.1-0.5,cmd_163,E:\midea_target_asr\datasetA\pos\cmd_163.wav,E:\midea_target_asr\datasetA\pos\kws_163.wav,呃把所有灯光打开,把所有的灯光打开,0.25,0.6309,2.58,1.5,,
3_中等0.1-0.5,cmd_187,E:\midea_target_asr\datasetA\pos\cmd_187.wav,E:\midea_target_asr\datasetA\pos\kws_187.wav,这个是什么颜色的,这个是什么颜色呢?,0.25,0.2088,1.94,1.5,,
3_中等0.1-0.5,cmd_279,E:\midea_target_asr\datasetA\pos\cmd_279.wav,E:\midea_target_asr\datasetA\pos\kws_279.wav,调亮一点,漂亮一點,0.25,0.3671,1.64,1.5,,
3_中等0.1-0.5,cmd_333,E:\midea_target_asr\datasetA\pos\cmd_333.wav,E:\midea_target_asr\datasetA\pos\kws_333.wav,空调二十六度风度风速最小,空调26度风度风速最小,0.25,0.4265,3.48,1.5,,
3_中等0.1-0.5,cmd_354,E:\midea_target_asr\datasetA\pos\cmd_354.wav,E:\midea_target_asr\datasetA\pos\kws_354.wav,把舒适专家的灯光亮度调到百分之十,把舒適專家的燈光亮度調到10%,0.25,0.1607,4.73,1.5,,
3_中等0.1-0.5,cmd_360,E:\midea_target_asr\datasetA\pos\cmd_360.wav,E:\midea_target_asr\datasetA\pos\kws_360.wav,我出门了,我出门呢,0.25,0.4113,1.45,1.5,,
3_中等0.1-0.5,cmd_2124,E:\midea_target_asr\datasetA\pos\cmd_2124.wav,E:\midea_target_asr\datasetA\pos\kws_2124.wav,风速一百,首速一百,0.25,0.3231,2.3,2.08,,
3_中等0.1-0.5,cmd_2167,E:\midea_target_asr\datasetA\pos\cmd_2167.wav,E:\midea_target_asr\datasetA\pos\kws_2167.wav,科技情报局我想听,科技情报局我想评情,0.25,0.1591,3.5,2.67,,
3_中等0.1-0.5,cmd_2231,E:\midea_target_asr\datasetA\pos\cmd_2231.wav,E:\midea_target_asr\datasetA\pos\kws_2231.wav,便秘不适合吃什么,贱密不适合吃什么,0.25,0.3798,2.69,1.86,,
3_中等0.1-0.5,cmd_2247,E:\midea_target_asr\datasetA\pos\cmd_2247.wav,E:\midea_target_asr\datasetA\pos\kws_2247.wav,风向下吹,方向下吹,0.25,0.0993,2.29,2.24,,
3_中等0.1-0.5,cmd_2249,E:\midea_target_asr\datasetA\pos\cmd_2249.wav,E:\midea_target_asr\datasetA\pos\kws_2249.wav,把温度调到十六度,把溫度調到16度,0.25,0.4391,3.88,2.17,,
3_中等0.1-0.5,cmd_2259,E:\midea_target_asr\datasetA\pos\cmd_2259.wav,E:\midea_target_asr\datasetA\pos\kws_2259.wav,加热故障,加肉故障,0.25,0.1615,1.45,1.81,,
3_中等0.1-0.5,cmd_2261,E:\midea_target_asr\datasetA\pos\cmd_2261.wav,E:\midea_target_asr\datasetA\pos\kws_2261.wav,关机空调,关机空巢,0.25,0.235,1.83,2.7,,
3_中等0.1-0.5,cmd_2298,E:\midea_target_asr\datasetA\pos\cmd_2298.wav,E:\midea_target_asr\datasetA\pos\kws_2298.wav,把温度调到十七度,把温度调到17度,0.25,0.5271,2.03,1.93,,
3_中等0.1-0.5,cmd_2315,E:\midea_target_asr\datasetA\pos\cmd_2315.wav,E:\midea_target_asr\datasetA\pos\kws_2315.wav,安胎不适合吃什么,还不适合吃什么,0.25,0.1897,3.52,2.54,,
3_中等0.1-0.5,cmd_2353,E:\midea_target_asr\datasetA\pos\cmd_2353.wav,E:\midea_target_asr\datasetA\pos\kws_2353.wav,打开热风,打开热书,0.25,0.112,1.8,1.73,,
3_中等0.1-0.5,cmd_2359,E:\midea_target_asr\datasetA\pos\cmd_2359.wav,E:\midea_target_asr\datasetA\pos\kws_2359.wav,开开空调,开个空调,0.25,0.1747,1.63,1.64,,
3_中等0.1-0.5,cmd_2392,E:\midea_target_asr\datasetA\pos\cmd_2392.wav,E:\midea_target_asr\datasetA\pos\kws_2392.wav,空调开启,空调开起,0.25,0.3774,1.56,2.16,,
3_中等0.1-0.5,cmd_2419,E:\midea_target_asr\datasetA\pos\cmd_2419.wav,E:\midea_target_asr\datasetA\pos\kws_2419.wav,开防直吹,开放直吹,0.25,0.285,1.7,1.86,,
3_中等0.1-0.5,cmd_2450,E:\midea_target_asr\datasetA\pos\cmd_2450.wav,E:\midea_target_asr\datasetA\pos\kws_2450.wav,科技不怕问我想听,喝气不怕问我想听,0.25,0.3068,3.31,2.31,,
3_中等0.1-0.5,cmd_2454,E:\midea_target_asr\datasetA\pos\cmd_2454.wav,E:\midea_target_asr\datasetA\pos\kws_2454.wav,把温度调到十九度,把温度调到19度,0.25,0.2802,7.46,1.94,,
3_中等0.1-0.5,cmd_2461,E:\midea_target_asr\datasetA\pos\cmd_2461.wav,E:\midea_target_asr\datasetA\pos\kws_2461.wav,吃什么可以防辐射,吃什么可以防服作,0.25,0.2307,2.68,1.77,,
3_中等0.1-0.5,cmd_2462,E:\midea_target_asr\datasetA\pos\cmd_2462.wav,E:\midea_target_asr\datasetA\pos\kws_2462.wav,吃什么有利于儿童,是什么有利益儿童,0.25,0.3862,2.4,1.95,,
3_中等0.1-0.5,cmd_2521,E:\midea_target_asr\datasetA\pos\cmd_2521.wav,E:\midea_target_asr\datasetA\pos\kws_2521.wav,风小一点,封小一点,0.25,0.2975,1.67,1.84,,
3_中等0.1-0.5,cmd_2524,E:\midea_target_asr\datasetA\pos\cmd_2524.wav,E:\midea_target_asr\datasetA\pos\kws_2524.wav,便秘不可以吃什么,变成不可以吃什么,0.25,0.228,2.5,2.23,,
3_中等0.1-0.5,cmd_2569,E:\midea_target_asr\datasetA\pos\cmd_2569.wav,E:\midea_target_asr\datasetA\pos\kws_2569.wav,把温度调到二十度,把温度调到20度,0.25,0.0934,3.53,2.15,,
3_中等0.1-0.5,cmd_2582,E:\midea_target_asr\datasetA\pos\cmd_2582.wav,E:\midea_target_asr\datasetA\pos\kws_2582.wav,空调调到除湿模式,虹调调动除湿模式,0.25,0.2468,4.47,1.98,,
3_中等0.1-0.5,cmd_2595,E:\midea_target_asr\datasetA\pos\cmd_2595.wav,E:\midea_target_asr\datasetA\pos\kws_2595.wav,关下空调,关下空角,0.25,0.4422,1.78,1.94,,
3_中等0.1-0.5,cmd_2598,E:\midea_target_asr\datasetA\pos\cmd_2598.wav,E:\midea_target_asr\datasetA\pos\kws_2598.wav,把温度调到二十度,把温度调到20度,0.25,0.1436,2.34,1.93,,
3_中等0.1-0.5,cmd_2642,E:\midea_target_asr\datasetA\pos\cmd_2642.wav,E:\midea_target_asr\datasetA\pos\kws_2642.wav,吃什么有利于祛斑,吃什么有利于去搬,0.25,0.4476,2.39,3.25,,
3_中等0.1-0.5,cmd_2747,E:\midea_target_asr\datasetA\pos\cmd_2747.wav,E:\midea_target_asr\datasetA\pos\kws_2747.wav,向左吹风,向著吹風,0.25,0.2979,3.9,1.86,,
3_中等0.1-0.5,cmd_2835,E:\midea_target_asr\datasetA\pos\cmd_2835.wav,E:\midea_target_asr\datasetA\pos\kws_2835.wav,高血压适宜吃什么,高血压是一吃什么,0.25,0.0627,2.72,1.76,,
3_中等0.1-0.5,cmd_2842,E:\midea_target_asr\datasetA\pos\cmd_2842.wav,E:\midea_target_asr\datasetA\pos\kws_2842.wav,脚气病适宜吃什么,角七病适宜吃什么,0.25,0.3581,3.17,2.02,,
3_中等0.1-0.5,cmd_2852,E:\midea_target_asr\datasetA\pos\cmd_2852.wav,E:\midea_target_asr\datasetA\pos\kws_2852.wav,播放郭德纲的相声,播放郭勒冈的相声,0.25,0.4984,2.37,1.57,,
3_中等0.1-0.5,cmd_2878,E:\midea_target_asr\datasetA\pos\cmd_2878.wav,E:\midea_target_asr\datasetA\pos\kws_2878.wav,加大风量,加大分量,0.25,0.3901,1.59,1.67,,
3_中等0.1-0.5,cmd_2933,E:\midea_target_asr\datasetA\pos\cmd_2933.wav,E:\midea_target_asr\datasetA\pos\kws_2933.wav,把温度调到十七度,把温度调到17度,0.25,0.2313,2.73,1.86,,
3_中等0.1-0.5,cmd_2937,E:\midea_target_asr\datasetA\pos\cmd_2937.wav,E:\midea_target_asr\datasetA\pos\kws_2937.wav,高血压适宜吃什么,高水压是宜吃什么,0.25,0.178,2.94,1.92,,
3_中等0.1-0.5,cmd_159,E:\midea_target_asr\datasetA\pos\cmd_159.wav,E:\midea_target_asr\datasetA\pos\kws_159.wav,帮我预约明天九点前衬衫的AI净干洗,當我預約明天九點前襯上了AI親干洗,0.2353,0.2673,4.68,1.5,,
3_中等0.1-0.5,cmd_336,E:\midea_target_asr\datasetA\pos\cmd_336.wav,E:\midea_target_asr\datasetA\pos\kws_336.wav,呃这个这个我们等会可以帮你连做关闭,这个我们等会可以帮你们做关闭,0.2353,0.4796,3.56,1.5,,
3_中等0.1-0.5,cmd_210,E:\midea_target_asr\datasetA\pos\cmd_210.wav,E:\midea_target_asr\datasetA\pos\kws_210.wav,正好是什么我从这里跳向进来我就先不要这个我先灯光亮起,我從這裡跳線進來我就先不要這個我先燈光亮起,0.2308,0.5033,6.33,1.5,,
3_中等0.1-0.5,cmd_228,E:\midea_target_asr\datasetA\pos\cmd_228.wav,E:\midea_target_asr\datasetA\pos\kws_228.wav,做我烹饪先吃啊打开烹饪模式,就我烹饪先走打开烹饪模式,0.2308,0.4079,3.18,1.5,,
3_中等0.1-0.5,cmd_17,E:\midea_target_asr\datasetA\pos\cmd_17.wav,E:\midea_target_asr\datasetA\pos\kws_17.wav,打开卷帘门呃不卷帘,打開捲簾門 捲簾,0.2222,0.5855,3.36,1.5,,
3_中等0.1-0.5,cmd_75,E:\midea_target_asr\datasetA\pos\cmd_75.wav,E:\midea_target_asr\datasetA\pos\kws_75.wav,哎这个怎么没通电哈,这个怎么没通电啊,0.2222,0.1377,2.19,1.5,,
3_中等0.1-0.5,cmd_122,E:\midea_target_asr\datasetA\pos\cmd_122.wav,E:\midea_target_asr\datasetA\pos\kws_122.wav,什么打开我们的座椅安装等等就可以实现,打开我们的座椅按摩等等就可以实现,0.2222,0.4609,3.55,1.5,,
3_中等0.1-0.5,cmd_173,E:\midea_target_asr\datasetA\pos\cmd_173.wav,E:\midea_target_asr\datasetA\pos\kws_173.wav,打开图灵洗碗机的门,打開圖靈吸望機的門,0.2222,0.4968,2.46,1.5,,
3_中等0.1-0.5,cmd_283,E:\midea_target_asr\datasetA\pos\cmd_283.wav,E:\midea_target_asr\datasetA\pos\kws_283.wav,空调开到二十摄氏度,空調開到20攝氏度,0.2222,0.3491,2.99,1.5,,
