集,utt_id,id,唤醒音频,唤醒文本,识别音频,ground_truth,模型输出,sim,是否拒识,llm_verdict,噪声类型,CER,正确
POS,utt1351_cmd_2987,2987,pos/kws_2987.wav,你好小双,pos/cmd_2987.wav,关闭ECO模式,,0.1508,True,,pink,1.0,✗
POS,utt1352_cmd_2988,2988,pos/kws_2988.wav,小美小美,pos/cmd_2988.wav,吃什么适合慢性疲劳,吃什么适合慢性疲劳,0.4735,False,,babble,0.0,✓
POS,utt1353_cmd_2989,2989,pos/kws_2989.wav,小天同学,pos/cmd_2989.wav,调成抽湿模式,调成抽诗模式,0.346,False,,babble,0.1667,✓
POS,utt1354_cmd_2990,2990,pos/kws_2990.wav,小双同学,pos/cmd_2990.wav,开到三十度,开到三十度,0.3222,False,,babble,0.0,✓
POS,utt1355_cmd_2991,2991,pos/kws_2991.wav,你好天天,pos/cmd_2991.wav,把温度调到二十八度,把温度调到二十八度,0.4422,False,,babble,0.0,✓
POS,utt1356_cmd_2992,2992,pos/kws_2992.wav,小惟小惟,pos/cmd_2992.wav,健身不建议吃什么食物,,0.1845,True,,babble,1.0,✗
POS,utt1357_cmd_2993,2993,pos/kws_2993.wav,小T小T,pos/cmd_2993.wav,风速调到百分之八十,,0.1932,True,,pink,1.0,✗
POS,utt1358_cmd_2994,2994,pos/kws_2994.wav,小惟小惟,pos/cmd_2994.wav,腹泻吃什么食物有好处,,0.2332,True,,white,1.0,✗
POS,utt1359_cmd_2995,2995,pos/kws_2995.wav,小美小美,pos/cmd_2995.wav,播放聊音乐,,0.1893,True,,babble,1.0,✗
POS,utt1360_cmd_2996,2996,pos/kws_2996.wav,你好天天,pos/cmd_2996.wav,防直吹,,0.1013,True,,babble,1.0,✗
POS,utt1361_cmd_2997,2997,pos/kws_2997.wav,hi colmo,pos/cmd_2997.wav,腹泻适宜吃什么,一些事业是什么,0.4357,False,,babble,0.7143,✗
POS,utt1362_cmd_2998,2998,pos/kws_2998.wav,hi colmo,pos/cmd_2998.wav,产妇适合吃哪些食物,,0.1355,True,,babble,1.0,✗
POS,utt1363_cmd_2999,2999,pos/kws_2999.wav,小双同学,pos/cmd_2999.wav,风量调小,我以为你来找我,0.2922,False,,babble,1.75,✗
NEG,utt0000_cmd_1000,1000,neg/kws_1000.wav,hi colmo,neg/cmd_1000.wav,(应拒识),(空),0.0563,True,,,,✓
NEG,utt0001_cmd_1001,1001,neg/kws_1001.wav,你好科慕,neg/cmd_1001.wav,(应拒识),(空),0.1579,True,,,,✓
NEG,utt0002_cmd_1002,1002,neg/kws_1002.wav,你好科慕,neg/cmd_1002.wav,(应拒识),(空),0.031,True,,,,✓
NEG,utt0003_cmd_1003,1003,neg/kws_1003.wav,hi colmo,neg/cmd_1003.wav,(应拒识),剪的是我所有的布料，画面价格很大。,0.3713,False,,,,✗
NEG,utt0004_cmd_1004,1004,neg/kws_1004.wav,hi colmo,neg/cmd_1004.wav,(应拒识),(空),0.1728,True,,,,✓
NEG,utt0005_cmd_1005,1005,neg/kws_1005.wav,hi colmo,neg/cmd_1005.wav,(应拒识),(空),0.1888,True,,,,✓
NEG,utt0006_cmd_1006,1006,neg/kws_1006.wav,你好科慕,neg/cmd_1006.wav,(应拒识),观察灯光。,0.3514,False,,,,✗
NEG,utt0007_cmd_1007,1007,neg/kws_1007.wav,hi colmo,neg/cmd_1007.wav,(应拒识),(空),0.1362,True,,,,✓
NEG,utt0008_cmd_1008,1008,neg/kws_1008.wav,你好科慕,neg/cmd_1008.wav,(应拒识),(空),0.2247,True,,,,✓
NEG,utt0009_cmd_1009,1009,neg/kws_1009.wav,hi colmo,neg/cmd_1009.wav,(应拒识),(空),0.1125,True,,,,✓
NEG,utt0010_cmd_1010,1010,neg/kws_1010.wav,hi colmo,neg/cmd_1010.wav,(应拒识),(空),0.1046,True,,,,✓
NEG,utt0011_cmd_1011,1011,neg/kws_1011.wav,hi colmo,neg/cmd_1011.wav,(应拒识),(空),0.041,True,,,,✓
NEG,utt0012_cmd_1012,1012,neg/kws_1012.wav,你好科慕,neg/cmd_1012.wav,(应拒识),(空),0.1174,True,,,,✓
NEG,utt0013_cmd_1013,1013,neg/kws_1013.wav,hi colmo,neg/cmd_1013.wav,(应拒识),(空),0.2253,True,,,,✓
NEG,utt0014_cmd_1014,1014,neg/kws_1014.wav,hi colmo,neg/cmd_1014.wav,(应拒识),(空),-0.0522,True,,,,✓
NEG,utt0015_cmd_1015,1015,neg/kws_1015.wav,hi colmo,neg/cmd_1015.wav,(应拒识),(空),-0.049,True,,,,✓
NEG,utt0016_cmd_1016,1016,neg/kws_1016.wav,hi colmo,neg/cmd_1016.wav,(应拒识),(空),0.1842,True,,,,✓
NEG,utt0017_cmd_1017,1017,neg/kws_1017.wav,hi colmo,neg/cmd_1017.wav,(应拒识),(空),0.1204,True,,,,✓
NEG,utt0018_cmd_1018,1018,neg/kws_1018.wav,hi colmo,neg/cmd_1018.wav,(应拒识),我回家了。,0.3576,False,,,,✗
NEG,utt0019_cmd_1019,1019,neg/kws_1019.wav,hi colmo,neg/cmd_1019.wav,(应拒识),就是因为你待会儿不是要从那个。,0.3013,False,,,,✗
NEG,utt0020_cmd_1020,1020,neg/kws_1020.wav,hi colmo,neg/cmd_1020.wav,(应拒识),(空),0.2224,True,,,,✓
NEG,utt0021_cmd_1021,1021,neg/kws_1021.wav,你好科慕,neg/cmd_1021.wav,(应拒识),(空),0.0,True,,,,✓
NEG,utt0022_cmd_1022,1022,neg/kws_1022.wav,hi colmo,neg/cmd_1022.wav,(应拒识),嗯。,0.6682,False,,,,✗
NEG,utt0023_cmd_1023,1023,neg/kws_1023.wav,你好科慕,neg/cmd_1023.wav,(应拒识),呃，你，那你，你就控制喽。我差不多这倒计时里面变变灯，我给你看。哦，就是这样。,0.3081,False,,,,✗
NEG,utt0024_cmd_1024,1024,neg/kws_1024.wav,hi colmo,neg/cmd_1024.wav,(应拒识),打开图灵烟机，打开图灵烤箱。,0.3015,False,,,,✗
NEG,utt0025_cmd_1025,1025,neg/kws_1025.wav,你好科慕,neg/cmd_1025.wav,(应拒识),观影模式。,0.4305,False,,,,✗
NEG,utt0026_cmd_1026,1026,neg/kws_1026.wav,你好科慕,neg/cmd_1026.wav,(应拒识),图灵参，图灵的。,0.3898,False,,,,✗
NEG,utt0027_cmd_1027,1027,neg/kws_1027.wav,hi colmo,neg/cmd_1027.wav,(应拒识),(空),0.0496,True,,,,✓
NEG,utt0028_cmd_1028,1028,neg/kws_1028.wav,hi colmo,neg/cmd_1028.wav,(应拒识),(空),0.0685,True,,,,✓
NEG,utt0029_cmd_1029,1029,neg/kws_1029.wav,hi colmo,neg/cmd_1029.wav,(应拒识),(空),0.1581,True,,,,✓
NEG,utt0030_cmd_1030,1030,neg/kws_1030.wav,你好科慕,neg/cmd_1030.wav,(应拒识),(空),0.1346,True,,,,✓
NEG,utt0031_cmd_1031,1031,neg/kws_1031.wav,hi colmo,neg/cmd_1031.wav,(应拒识),(空),0.1409,True,,,,✓
NEG,utt0032_cmd_1032,1032,neg/kws_1032.wav,hi colmo,neg/cmd_1032.wav,(应拒识),(空),0.1659,True,,,,✓
NEG,utt0033_cmd_1033,1033,neg/kws_1033.wav,hi colmo,neg/cmd_1033.wav,(应拒识),(空),0.0943,True,,,,✓
NEG,utt0034_cmd_1034,1034,neg/kws_1034.wav,hi colmo,neg/cmd_1034.wav,(应拒识),(空),0.1599,True,,,,✓
NEG,utt0035_cmd_1035,1035,neg/kws_1035.wav,hi colmo,neg/cmd_1035.wav,(应拒识),(空),0.055,True,,,,✓
NEG,utt0036_cmd_1036,1036,neg/kws_1036.wav,hi colmo,neg/cmd_1036.wav,(应拒识),(空),0.1961,True,,,,✓
NEG,utt0037_cmd_1037,1037,neg/kws_1037.wav,hi colmo,neg/cmd_1037.wav,(应拒识),(空),0.086,True,,,,✓
NEG,utt0038_cmd_1038,1038,neg/kws_1038.wav,hi colmo,neg/cmd_1038.wav,(应拒识),(空),0.0613,True,,,,✓
NEG,utt0039_cmd_1039,1039,neg/kws_1039.wav,hi colmo,neg/cmd_1039.wav,(应拒识),过来，兄弟们。,0.3053,False,,,,✗
NEG,utt0040_cmd_1040,1040,neg/kws_1040.wav,hi colmo,neg/cmd_1040.wav,(应拒识),(空),0.0195,True,,,,✓
NEG,utt0041_cmd_1041,1041,neg/kws_1041.wav,hi colmo,neg/cmd_1041.wav,(应拒识),(空),0.0614,True,,,,✓
NEG,utt0042_cmd_1042,1042,neg/kws_1042.wav,hi colmo,neg/cmd_1042.wav,(应拒识),(空),0.1396,True,,,,✓
NEG,utt0043_cmd_1043,1043,neg/kws_1043.wav,hi colmo,neg/cmd_1043.wav,(应拒识),(空),0.1846,True,,,,✓
NEG,utt0044_cmd_1044,1044,neg/kws_1044.wav,hi colmo,neg/cmd_1044.wav,(应拒识),(空),0.2019,True,,,,✓
NEG,utt0045_cmd_1045,1045,neg/kws_1045.wav,hi colmo,neg/cmd_1045.wav,(应拒识),(空),0.2061,True,,,,✓
NEG,utt0046_cmd_1046,1046,neg/kws_1046.wav,hi colmo,neg/cmd_1046.wav,(应拒识),(空),0.1316,True,,,,✓
NEG,utt0047_cmd_1047,1047,neg/kws_1047.wav,hi colmo,neg/cmd_1047.wav,(应拒识),(空),0.1954,True,,,,✓
NEG,utt0048_cmd_1048,1048,neg/kws_1048.wav,hi colmo,neg/cmd_1048.wav,(应拒识),(空),0.0808,True,,,,✓
NEG,utt0049_cmd_1049,1049,neg/kws_1049.wav,hi colmo,neg/cmd_1049.wav,(应拒识),(空),0.0,True,,,,✓
NEG,utt0050_cmd_1050,1050,neg/kws_1050.wav,hi colmo,neg/cmd_1050.wav,(应拒识),(空),0.173,True,,,,✓
NEG,utt0051_cmd_1051,1051,neg/kws_1051.wav,hi colmo,neg/cmd_1051.wav,(应拒识),(空),0.1211,True,,,,✓
NEG,utt0052_cmd_1052,1052,neg/kws_1052.wav,hi colmo,neg/cmd_1052.wav,(应拒识),(空),0.0053,True,,,,✓
NEG,utt0053_cmd_1053,1053,neg/kws_1053.wav,hi colmo,neg/cmd_1053.wav,(应拒识),(空),0.2112,True,,,,✓
NEG,utt0054_cmd_1054,1054,neg/kws_1054.wav,你好科慕,neg/cmd_1054.wav,(应拒识),(空),0.1493,True,,,,✓
NEG,utt0055_cmd_1055,1055,neg/kws_1055.wav,你好科慕,neg/cmd_1055.wav,(应拒识),(空),0.1648,True,,,,✓
NEG,utt0056_cmd_1056,1056,neg/kws_1056.wav,hi colmo,neg/cmd_1056.wav,(应拒识),(空),0.069,True,,,,✓
NEG,utt0057_cmd_1057,1057,neg/kws_1057.wav,hi colmo,neg/cmd_1057.wav,(应拒识),(空),0.1008,True,,,,✓
NEG,utt0058_cmd_1058,1058,neg/kws_1058.wav,hi colmo,neg/cmd_1058.wav,(应拒识),(空),0.1013,True,,,,✓
NEG,utt0059_cmd_1059,1059,neg/kws_1059.wav,hi colmo,neg/cmd_1059.wav,(应拒识),哦，租赁、租赁物业。,0.3343,False,,,,✗
NEG,utt0060_cmd_1060,1060,neg/kws_1060.wav,hi colmo,neg/cmd_1060.wav,(应拒识),(空),0.1025,True,,,,✓
NEG,utt0061_cmd_1061,1061,neg/kws_1061.wav,hi colmo,neg/cmd_1061.wav,(应拒识),(空),0.047,True,,,,✓
NEG,utt0062_cmd_1062,1062,neg/kws_1062.wav,hi colmo,neg/cmd_1062.wav,(应拒识),(空),0.1586,True,,,,✓
NEG,utt0063_cmd_1063,1063,neg/kws_1063.wav,hi colmo,neg/cmd_1063.wav,(应拒识),(空),0.112,True,,,,✓
NEG,utt0064_cmd_1064,1064,neg/kws_1064.wav,hi colmo,neg/cmd_1064.wav,(应拒识),(空),0.225,True,,,,✓
NEG,utt0065_cmd_1065,1065,neg/kws_1065.wav,hi colmo,neg/cmd_1065.wav,(应拒识),(空),-0.0215,True,,,,✓
NEG,utt0066_cmd_1066,1066,neg/kws_1066.wav,你好科慕,neg/cmd_1066.wav,(应拒识),(空),0.23,True,,,,✓
NEG,utt0067_cmd_1067,1067,neg/kws_1067.wav,hi colmo,neg/cmd_1067.wav,(应拒识),(空),0.2612,True,,,,✓
NEG,utt0068_cmd_1068,1068,neg/kws_1068.wav,hi colmo,neg/cmd_1068.wav,(应拒识),打开烟机二档。,0.3196,False,,,,✗
NEG,utt0069_cmd_1069,1069,neg/kws_1069.wav,你好科慕,neg/cmd_1069.wav,(应拒识),(空),0.0155,True,,,,✓
NEG,utt0070_cmd_1070,1070,neg/kws_1070.wav,hi colmo,neg/cmd_1070.wav,(应拒识),(空),0.0321,True,,,,✓
NEG,utt0071_cmd_1071,1071,neg/kws_1071.wav,hi colmo,neg/cmd_1071.wav,(应拒识),(空),0.2126,True,,,,✓
NEG,utt0072_cmd_1072,1072,neg/kws_1072.wav,hi colmo,neg/cmd_1072.wav,(应拒识),(空),0.1466,True,,,,✓
NEG,utt0073_cmd_1073,1073,neg/kws_1073.wav,你好科慕,neg/cmd_1073.wav,(应拒识),(空),0.173,True,,,,✓
NEG,utt0074_cmd_1074,1074,neg/kws_1074.wav,hi colmo,neg/cmd_1074.wav,(应拒识),(空),0.0919,True,,,,✓
NEG,utt0075_cmd_1075,1075,neg/kws_1075.wav,hi colmo,neg/cmd_1075.wav,(应拒识),(空),-0.0452,True,,,,✓
NEG,utt0076_cmd_1076,1076,neg/kws_1076.wav,你好科慕,neg/cmd_1076.wav,(应拒识),关闭图灵烟机，关闭图灵烤箱。,0.3299,False,,,,✗
NEG,utt0077_cmd_1077,1077,neg/kws_1077.wav,hi colmo,neg/cmd_1077.wav,(应拒识),太冷了。,0.3728,False,,,,✗
NEG,utt0078_cmd_1078,1078,neg/kws_1078.wav,hi colmo,neg/cmd_1078.wav,(应拒识),(空),0.25,True,,,,✓
NEG,utt0079_cmd_1079,1079,neg/kws_1079.wav,hi colmo,neg/cmd_1079.wav,(应拒识),(空),0.119,True,,,,✓
NEG,utt0080_cmd_1080,1080,neg/kws_1080.wav,你好科慕,neg/cmd_1080.wav,(应拒识),(空),0.0438,True,,,,✓
NEG,utt0081_cmd_1081,1081,neg/kws_1081.wav,你好科慕,neg/cmd_1081.wav,(应拒识),(空),0.2641,True,,,,✓
NEG,utt0082_cmd_1082,1082,neg/kws_1082.wav,hi colmo,neg/cmd_1082.wav,(应拒识),(空),0.116,True,,,,✓
NEG,utt0083_cmd_1083,1083,neg/kws_1083.wav,hi colmo,neg/cmd_1083.wav,(应拒识),(空),0.0235,True,,,,✓
NEG,utt0084_cmd_1084,1084,neg/kws_1084.wav,hi colmo,neg/cmd_1084.wav,(应拒识),(空),0.1007,True,,,,✓
NEG,utt0085_cmd_1085,1085,neg/kws_1085.wav,hi colmo,neg/cmd_1085.wav,(应拒识),(空),0.1744,True,,,,✓
NEG,utt0086_cmd_1086,1086,neg/kws_1086.wav,你好科慕,neg/cmd_1086.wav,(应拒识),(空),0.0733,True,,,,✓
NEG,utt0087_cmd_5000,5000,neg/kws_5000.wav,小天小天,neg/cmd_5000.wav,(应拒识),(空),0.1712,True,,,,✓
NEG,utt0088_cmd_5001,5001,neg/kws_5001.wav,小惟小惟,neg/cmd_5001.wav,(应拒识),坚持吧！,0.2843,False,,,,✗
NEG,utt0089_cmd_5003,5003,neg/kws_5003.wav,小天小天,neg/cmd_5003.wav,(应拒识),(空),0.0617,True,,,,✓
NEG,utt0090_cmd_5005,5005,neg/kws_5005.wav,大喜大喜,neg/cmd_5005.wav,(应拒识),(空),0.0814,True,,,,✓
NEG,utt0091_cmd_5006,5006,neg/kws_5006.wav,小甜甜,neg/cmd_5006.wav,(应拒识),(空),0.048,True,,,,✓
NEG,utt0092_cmd_5007,5007,neg/kws_5007.wav,小惟小惟,neg/cmd_5007.wav,(应拒识),(空),0.0735,True,,,,✓
NEG,utt0093_cmd_5008,5008,neg/kws_5008.wav,你好小双,neg/cmd_5008.wav,(应拒识),(空),0.0379,True,,,,✓
NEG,utt0094_cmd_5009,5009,neg/kws_5009.wav,你好小双,neg/cmd_5009.wav,(应拒识),女排亚俱杯的四强席位全部出炉。,0.3212,False,,,,✗
NEG,utt0095_cmd_5011,5011,neg/kws_5011.wav,hicolmo,neg/cmd_5011.wav,(应拒识),(空),-0.0214,True,,,,✓
NEG,utt0096_cmd_5012,5012,neg/kws_5012.wav,天天同学,neg/cmd_5012.wav,(应拒识),(空),0.08,True,,,,✓
NEG,utt0097_cmd_5013,5013,neg/kws_5013.wav,你好小天,neg/cmd_5013.wav,(应拒识),(空),0.2185,True,,,,✓
NEG,utt0098_cmd_5014,5014,neg/kws_5014.wav,小惟小惟,neg/cmd_5014.wav,(应拒识),(空),0.0961,True,,,,✓
NEG,utt0099_cmd_5015,5015,neg/kws_5015.wav,天天同学,neg/cmd_5015.wav,(应拒识),(空),0.0245,True,,,,✓
NEG,utt0100_cmd_5016,5016,neg/kws_5016.wav,小双同学,neg/cmd_5016.wav,(应拒识),(空),0.1615,True,,,,✓
NEG,utt0101_cmd_5018,5018,neg/kws_5018.wav,天天同学,neg/cmd_5018.wav,(应拒识),和信访部门已介入调查处理。,0.3112,False,,,,✗
NEG,utt0102_cmd_5019,5019,neg/kws_5019.wav,小双同学,neg/cmd_5019.wav,(应拒识),(空),0.1269,True,,,,✓
NEG,utt0103_cmd_5022,5022,neg/kws_5022.wav,小美小美,neg/cmd_5022.wav,(应拒识),(空),0.112,True,,,,✓
NEG,utt0104_cmd_5023,5023,neg/kws_5023.wav,小惟小惟,neg/cmd_5023.wav,(应拒识),(空),0.0073,True,,,,✓
NEG,utt0105_cmd_5024,5024,neg/kws_5024.wav,小钱小钱,neg/cmd_5024.wav,(应拒识),(空),0.1858,True,,,,✓
NEG,utt0106_cmd_5025,5025,neg/kws_5025.wav,嗨机器人,neg/cmd_5025.wav,(应拒识),按照目前主流空气净化。,0.3133,False,,,,✗
NEG,utt0107_cmd_5026,5026,neg/kws_5026.wav,大喜大喜,neg/cmd_5026.wav,(应拒识),(空),0.1737,True,,,,✓
NEG,utt0108_cmd_5028,5028,neg/kws_5028.wav,小点小点,neg/cmd_5028.wav,(应拒识),(空),0.0718,True,,,,✓
NEG,utt0109_cmd_5029,5029,neg/kws_5029.wav,小惟小惟,neg/cmd_5029.wav,(应拒识),很难想象一家没有盈利的公司能在新业务上持续投入。,0.2827,False,,,,✗
NEG,utt0110_cmd_5030,5030,neg/kws_5030.wav,小惟小惟,neg/cmd_5030.wav,(应拒识),(空),0.1035,True,,,,✓
NEG,utt0111_cmd_5031,5031,neg/kws_5031.wav,嗨扫地机,neg/cmd_5031.wav,(应拒识),(空),0.1135,True,,,,✓
NEG,utt0112_cmd_5032,5032,neg/kws_5032.wav,嗨扫地机,neg/cmd_5032.wav,(应拒识),(空),0.1154,True,,,,✓
NEG,utt0113_cmd_5033,5033,neg/kws_5033.wav,小美小美,neg/cmd_5033.wav,(应拒识),(空),0.0971,True,,,,✓
NEG,utt0114_cmd_5034,5034,neg/kws_5034.wav,小天同学,neg/cmd_5034.wav,(应拒识),(空),0.0661,True,,,,✓
NEG,utt0115_cmd_5035,5035,neg/kws_5035.wav,小天才,neg/cmd_5035.wav,(应拒识),(空),0.017,True,,,,✓
NEG,utt0116_cmd_5036,5036,neg/kws_5036.wav,小钱小钱,neg/cmd_5036.wav,(应拒识),(空),-0.0483,True,,,,✓
NEG,utt0117_cmd_5037,5037,neg/kws_5037.wav,小美小美,neg/cmd_5037.wav,(应拒识),(空),0.0878,True,,,,✓
NEG,utt0118_cmd_5038,5038,neg/kws_5038.wav,小天同学,neg/cmd_5038.wav,(应拒识),(空),0.0541,True,,,,✓
NEG,utt0119_cmd_5041,5041,neg/kws_5041.wav,小天才,neg/cmd_5041.wav,(应拒识),(空),0.0617,True,,,,✓
NEG,utt0120_cmd_5042,5042,neg/kws_5042.wav,小天同学,neg/cmd_5042.wav,(应拒识),无法阻挡的婚姻。,0.3494,False,,,,✗
NEG,utt0121_cmd_5043,5043,neg/kws_5043.wav,小点小点,neg/cmd_5043.wav,(应拒识),(空),0.1581,True,,,,✓
NEG,utt0122_cmd_5044,5044,neg/kws_5044.wav,小惟小惟,neg/cmd_5044.wav,(应拒识),(空),0.1181,True,,,,✓
NEG,utt0123_cmd_5045,5045,neg/kws_5045.wav,小美小美,neg/cmd_5045.wav,(应拒识),(空),0.1307,True,,,,✓
NEG,utt0124_cmd_5046,5046,neg/kws_5046.wav,小天同学,neg/cmd_5046.wav,(应拒识),(空),0.0439,True,,,,✓
NEG,utt0125_cmd_5047,5047,neg/kws_5047.wav,hicolmo,neg/cmd_5047.wav,(应拒识),(空),0.2592,True,,,,✓
NEG,utt0126_cmd_5048,5048,neg/kws_5048.wav,小编小编,neg/cmd_5048.wav,(应拒识),(空),0.1171,True,,,,✓
NEG,utt0127_cmd_5049,5049,neg/kws_5049.wav,小钱小钱,neg/cmd_5049.wav,(应拒识),(空),0.1563,True,,,,✓
NEG,utt0128_cmd_5050,5050,neg/kws_5050.wav,小美小美,neg/cmd_5050.wav,(应拒识),(空),0.1167,True,,,,✓
NEG,utt0129_cmd_5051,5051,neg/kws_5051.wav,你好天天,neg/cmd_5051.wav,(应拒识),(空),0.1454,True,,,,✓
NEG,utt0130_cmd_5052,5052,neg/kws_5052.wav,hicolmo,neg/cmd_5052.wav,(应拒识),(空),0.1063,True,,,,✓
NEG,utt0131_cmd_5054,5054,neg/kws_5054.wav,天天同学,neg/cmd_5054.wav,(应拒识),(空),0.0123,True,,,,✓
NEG,utt0132_cmd_5055,5055,neg/kws_5055.wav,小美小美,neg/cmd_5055.wav,(应拒识),(空),0.0647,True,,,,✓
NEG,utt0133_cmd_5056,5056,neg/kws_5056.wav,你好小天,neg/cmd_5056.wav,(应拒识),(空),0.1566,True,,,,✓
NEG,utt0134_cmd_5057,5057,neg/kws_5057.wav,hicolmo,neg/cmd_5057.wav,(应拒识),(空),0.0239,True,,,,✓
NEG,utt0135_cmd_5058,5058,neg/kws_5058.wav,小T小T,neg/cmd_5058.wav,(应拒识),就不会出现王一博导演事件。,0.3755,False,,,,✗
NEG,utt0136_cmd_5059,5059,neg/kws_5059.wav,小钱小钱,neg/cmd_5059.wav,(应拒识),(空),0.2031,True,,,,✓
NEG,utt0137_cmd_5060,5060,neg/kws_5060.wav,嗨扫地机,neg/cmd_5060.wav,(应拒识),(空),0.0949,True,,,,✓
NEG,utt0138_cmd_5061,5061,neg/kws_5061.wav,大喜大喜,neg/cmd_5061.wav,(应拒识),(空),0.1117,True,,,,✓
NEG,utt0139_cmd_5062,5062,neg/kws_5062.wav,hicolmo,neg/cmd_5062.wav,(应拒识),(空),0.0186,True,,,,✓
NEG,utt0140_cmd_5064,5064,neg/kws_5064.wav,hicolmo,neg/cmd_5064.wav,(应拒识),(空),0.1966,True,,,,✓
NEG,utt0141_cmd_5065,5065,neg/kws_5065.wav,小编小编,neg/cmd_5065.wav,(应拒识),(空),0.0542,True,,,,✓
NEG,utt0142_cmd_5066,5066,neg/kws_5066.wav,小天才,neg/cmd_5066.wav,(应拒识),(空),0.0234,True,,,,✓
NEG,utt0143_cmd_5067,5067,neg/kws_5067.wav,小天小天,neg/cmd_5067.wav,(应拒识),(空),0.1024,True,,,,✓
NEG,utt0144_cmd_5069,5069,neg/kws_5069.wav,hicolmo,neg/cmd_5069.wav,(应拒识),(空),0.2259,True,,,,✓
NEG,utt0145_cmd_5070,5070,neg/kws_5070.wav,hicolmo,neg/cmd_5070.wav,(应拒识),(空),-0.1092,True,,,,✓
NEG,utt0146_cmd_5071,5071,neg/kws_5071.wav,小美小美,neg/cmd_5071.wav,(应拒识),(空),0.2537,True,,,,✓
NEG,utt0147_cmd_5072,5072,neg/kws_5072.wav,小惟小惟,neg/cmd_5072.wav,(应拒识),(空),0.2387,True,,,,✓
NEG,utt0148_cmd_5074,5074,neg/kws_5074.wav,小惟小惟,neg/cmd_5074.wav,(应拒识),(空),0.0782,True,,,,✓
NEG,utt0149_cmd_5075,5075,neg/kws_5075.wav,小惟小惟,neg/cmd_5075.wav,(应拒识),(空),0.1539,True,,,,✓
NEG,utt0150_cmd_5076,5076,neg/kws_5076.wav,你好小天,neg/cmd_5076.wav,(应拒识),(空),0.0296,True,,,,✓
NEG,utt0151_cmd_5078,5078,neg/kws_5078.wav,你好天天,neg/cmd_5078.wav,(应拒识),(空),0.0275,True,,,,✓
NEG,utt0152_cmd_5079,5079,neg/kws_5079.wav,小天才,neg/cmd_5079.wav,(应拒识),(空),0.107,True,,,,✓
NEG,utt0153_cmd_5080,5080,neg/kws_5080.wav,小双同学,neg/cmd_5080.wav,(应拒识),智能服务机器人离我们有多远？,0.3306,False,,,,✗
NEG,utt0154_cmd_5081,5081,neg/kws_5081.wav,小惟小惟,neg/cmd_5081.wav,(应拒识),(空),0.1923,True,,,,✓
NEG,utt0155_cmd_5082,5082,neg/kws_5082.wav,小编小编,neg/cmd_5082.wav,(应拒识),(空),0.2163,True,,,,✓
NEG,utt0156_cmd_5083,5083,neg/kws_5083.wav,小钱小钱,neg/cmd_5083.wav,(应拒识),(空),-0.0006,True,,,,✓
NEG,utt0157_cmd_5084,5084,neg/kws_5084.wav,小惟小惟,neg/cmd_5084.wav,(应拒识),与卖家协商解决时，被抢走购物小票。,0.2917,False,,,,✗
NEG,utt0158_cmd_5085,5085,neg/kws_5085.wav,小惟小惟,neg/cmd_5085.wav,(应拒识),(空),0.0659,True,,,,✓
NEG,utt0159_cmd_5086,5086,neg/kws_5086.wav,小美小美,neg/cmd_5086.wav,(应拒识),(空),0.0884,True,,,,✓
NEG,utt0160_cmd_5087,5087,neg/kws_5087.wav,你好天天,neg/cmd_5087.wav,(应拒识),(空),0.1121,True,,,,✓
NEG,utt0161_cmd_5088,5088,neg/kws_5088.wav,你好天天,neg/cmd_5088.wav,(应拒识),(空),0.0428,True,,,,✓
NEG,utt0162_cmd_5089,5089,neg/kws_5089.wav,小天同学,neg/cmd_5089.wav,(应拒识),(空),0.2294,True,,,,✓
NEG,utt0163_cmd_5090,5090,neg/kws_5090.wav,小天小天,neg/cmd_5090.wav,(应拒识),(空),0.2014,True,,,,✓
NEG,utt0164_cmd_5091,5091,neg/kws_5091.wav,hicolmo,neg/cmd_5091.wav,(应拒识),(空),0.0231,True,,,,✓
NEG,utt0165_cmd_5092,5092,neg/kws_5092.wav,hicolmo,neg/cmd_5092.wav,(应拒识),(空),0.0497,True,,,,✓
NEG,utt0166_cmd_5093,5093,neg/kws_5093.wav,你好小天,neg/cmd_5093.wav,(应拒识),(空),0.2284,True,,,,✓
NEG,utt0167_cmd_5094,5094,neg/kws_5094.wav,小天小天,neg/cmd_5094.wav,(应拒识),(空),-0.0133,True,,,,✓
NEG,utt0168_cmd_5095,5095,neg/kws_5095.wav,hicolmo,neg/cmd_5095.wav,(应拒识),(空),0.1529,True,,,,✓
NEG,utt0169_cmd_5096,5096,neg/kws_5096.wav,小双同学,neg/cmd_5096.wav,(应拒识),(空),0.0535,True,,,,✓
NEG,utt0170_cmd_5097,5097,neg/kws_5097.wav,嗨机器人,neg/cmd_5097.wav,(应拒识),(空),0.1423,True,,,,✓
NEG,utt0171_cmd_5098,5098,neg/kws_5098.wav,小T小T,neg/cmd_5098.wav,(应拒识),(空),0.1819,True,,,,✓
NEG,utt0172_cmd_5099,5099,neg/kws_5099.wav,hicolmo,neg/cmd_5099.wav,(应拒识),(空),0.1151,True,,,,✓
NEG,utt0173_cmd_5101,5101,neg/kws_5101.wav,小惟小惟,neg/cmd_5101.wav,(应拒识),(空),0.2615,True,,,,✓
NEG,utt0174_cmd_5102,5102,neg/kws_5102.wav,小天同学,neg/cmd_5102.wav,(应拒识),并通过增持北广传媒，进一步掘金移动电视细分市场。,0.3044,False,,,,✗
